AVERAGE_FREE_FLOW_SPEED,AVERAGE_TIME_DIFF,AVERAGE_FREE_FLOW_TIME,LUMINOSITY,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,AVERAGE_CLOUDINESS,RAIN_INTENSITY,record_date_year,record_date_month,record_date_day,record_date_hour,day_of_week,AVERAGE_SPEED_DIFF,DEW_POINT,TEMP_MINUS_DP,DEW_POINT_BIN,hora_de_ponta,tipo_hora_de_ponta,is_holiday,is_event_day,supermarket_peak_level,periodo_aulas,fim_de_semana,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos,congestion_ratio
40.3,3.0,86.9,2,18.0,1016.0,93.0,2.0,0,0,2018,7,25,7,2,2,16.8,1.2,4,1,1,0,0,0,0,0,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0.03452243958533346
33.1,19.0,90.7,2,26.0,1014.0,73.0,3.0,0,0,2019,7,12,11,4,2,20.8,5.2,4,0,0,0,0,0,0,0,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,0.20948180815645553
31.7,19.3,84.0,2,15.0,1020.0,72.0,3.0,3,0,2019,5,6,11,0,2,10.0,5.0,2,0,0,0,1,0,1,0,0.258819045102521,-0.9659258262890682,0.0,1.0,0.49999999999999994,-0.8660254037844387,0.2297619047591695
44.0,39.3,80.8,2,21.0,1021.0,77.0,3.0,2,0,2019,9,26,15,3,3,16.8,4.2,4,0,0,0,0,0,0,0,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,0.4863861386078417
42.8,0.0,89.6,2,20.0,1019.0,64.0,2.0,2,0,2018,7,29,9,6,0,13.0,7.0,3,1,2,0,0,0,0,1,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,0.0
41.2,34.7,89.4,2,13.0,1009.0,93.0,8.0,0,2,2018,11,4,12,6,2,11.9,1.1,3,0,0,0,0,1,1,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,0.3881431767294391
37.9,3.9,64.4,0,11.0,1015.0,82.0,2.0,3,0,2019,5,21,3,1,1,8.0,3.0,2,0,0,0,0,0,1,0,0.7071067811865476,0.7071067811865476,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.060559006210239755
47.5,3.8,75.2,0,17.0,1021.0,93.0,2.0,2,0,2019,9,24,21,1,1,15.8,1.2,4,0,0,0,0,0,0,0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,0.05053191489294505
45.9,7.7,79.1,2,15.0,1014.0,82.0,6.0,0,3,2018,10,14,10,6,1,11.9,3.1,3,0,0,0,0,1,1,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,0.09734513274213218
45.1,0.0,85.8,2,20.0,1012.0,68.0,4.0,1,0,2018,9,2,7,6,0,13.9,6.1,3,1,1,0,1,0,0,1,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,0.0
39.1,2.6,83.6,0,18.0,1016.0,82.0,2.0,2,0,2018,8,8,20,2,0,14.9,3.1,3,1,1,0,0,2,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,0.03110047846852751
46.6,0.0,73.1,0,14.0,1023.0,72.0,4.0,0,0,2019,9,11,1,2,0,9.0,5.0,2,0,0,0,1,0,0,0,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,0.0
47.3,0.0,84.8,2,12.0,1023.0,100.0,0.0,0,0,2018,9,23,7,6,0,12.0,0.0,3,1,1,0,0,0,1,1,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,0.0
46.2,0.0,80.1,0,20.0,1015.0,94.0,0.0,1,0,2018,8,5,2,6,0,19.0,1.0,4,0,0,0,0,0,0,1,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,-0.8660254037844385,-0.5000000000000004,0.0
42.9,1.9,82.4,0,17.0,1021.0,93.0,1.0,3,0,2018,9,20,21,3,0,15.8,1.2,4,0,0,0,0,0,1,0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,0.023058252426904628
42.8,1.9,78.0,0,17.0,1014.0,100.0,0.0,0,3,2018,9,4,22,1,0,17.0,0.0,4,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,0.024358974358662064
44.7,129.2,81.8,2,16.0,1021.0,82.0,2.0,0,0,2018,9,24,8,0,4,12.9,3.1,3,1,2,0,0,1,1,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,-1.0,-1.8369701987210297e-16,1.5794621026701776
41.0,0.0,90.9,0,11.0,1025.0,62.0,5.0,1,0,2019,2,26,3,1,0,4.0,7.0,1,0,0,0,1,0,1,0,0.7071067811865476,0.7071067811865476,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0.0
46.2,1.3,85.7,0,16.0,1015.0,88.0,1.0,1,0,2018,9,1,3,5,0,14.0,2.0,3,0,0,0,0,0,0,1,0.7071067811865476,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,0.015169194865633964
48.1,2.9,77.7,0,15.0,1022.0,93.0,0.0,0,0,2019,9,26,23,3,0,13.9,1.1,3,0,0,0,0,0,0,0,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,0.03732303732255697
37.8,83.3,74.8,2,22.0,1021.0,72.0,5.0,0,0,2019,5,11,18,5,3,16.7,5.3,4,1,2,0,1,2,1,1,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387,1.1136363636214754
39.6,9.4,91.9,0,18.0,1017.0,88.0,4.0,1,0,2018,8,13,20,0,0,16.0,2.0,4,1,1,0,0,2,0,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,-0.8660254037844385,-0.5000000000000004,0.10228509249072594
34.9,14.9,87.9,0,16.0,1019.0,63.0,3.0,0,0,2019,5,25,1,5,1,9.0,7.0,2,0,0,0,0,0,1,1,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387,0.16951080773413524
41.4,5.3,83.3,0,11.0,1017.0,93.0,3.0,3,0,2019,2,17,22,6,1,9.9,1.1,2,0,0,0,0,0,1,1,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.06362545017930822
43.2,3.9,76.7,0,16.0,1011.0,82.0,4.0,2,0,2019,9,21,0,5,0,12.9,3.1,3,0,0,0,1,0,0,1,0.0,1.0,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,0.0508474576264557
54.6,0.0,66.7,0,14.0,1022.0,100.0,7.0,0,0,2018,12,3,6,0,0,14.0,0.0,3,0,0,0,0,0,1,0,1.0,6.123233995736766e-17,0.0,1.0,-2.4492935982947064e-16,1.0,0.0
39.0,2.0,90.4,0,10.0,1027.0,87.0,2.0,2,0,2019,2,10,21,6,0,7.9,2.1,2,0,0,0,0,0,1,1,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.022123893805065
35.8,32.6,84.0,2,18.0,1014.0,100.0,9.0,0,0,2019,7,16,9,1,3,18.0,0.0,4,1,2,0,0,1,0,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0.3880952380906179
43.6,35.1,78.4,2,20.0,1022.0,77.0,2.0,3,0,2019,9,25,14,2,3,15.8,4.2,4,0,0,0,1,1,0,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,0.44770408162694253
45.3,0.0,81.1,0,12.0,1015.0,66.0,7.0,1,0,2018,10,27,4,5,0,5.8,6.2,2,0,0,0,0,0,1,1,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,0.0
44.7,76.7,87.8,2,22.0,1022.0,48.0,4.0,1,0,2018,9,24,10,0,4,10.5,11.5,3,0,0,0,0,1,1,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,-1.0,-1.8369701987210297e-16,0.873576309785039
38.9,61.5,77.7,0,12.0,1003.0,87.0,1.0,3,0,2018,11,20,20,1,3,9.9,2.1,2,1,1,0,0,2,1,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,0.7915057914956047
41.6,34.3,88.8,2,17.0,1016.0,100.0,2.0,0,0,2018,9,6,9,3,2,17.0,0.0,4,1,2,0,0,1,0,0,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,0.38626126125691146
40.5,25.9,88.0,2,22.0,1016.0,77.0,2.0,3,0,2018,8,6,14,0,2,17.8,4.2,4,0,0,0,0,1,0,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,-0.8660254037844385,-0.5000000000000004,0.29431818181483727
37.0,63.0,90.6,2,22.0,1020.0,68.0,3.0,1,0,2018,9,20,16,3,3,15.8,6.2,4,0,0,0,0,0,1,0,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,0.6953642384029209
45.0,0.0,82.3,0,18.0,1014.0,88.0,1.0,1,0,2018,9,7,1,4,0,16.0,2.0,4,0,0,0,0,0,0,0,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,0.0
47.5,2.9,82.5,0,13.0,1020.0,100.0,0.0,0,0,2019,9,29,1,6,0,13.0,0.0,3,0,0,0,0,0,0,1,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,0.03515151515108907
39.9,3.7,79.9,0,12.0,1013.0,81.0,7.0,2,0,2019,1,20,1,6,0,8.8,3.2,2,0,0,0,0,0,1,1,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0.04630788485549051
38.4,6.5,91.7,0,9.0,1019.0,81.0,2.0,1,0,2018,10,25,5,3,0,5.9,3.1,2,0,0,0,0,0,1,0,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0.07088331515735133
33.2,17.4,92.0,2,22.0,1015.0,77.0,7.0,0,0,2019,7,17,19,2,2,17.8,4.2,4,1,2,0,0,2,0,0,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0.18913043478055291
44.4,1.0,68.7,0,14.0,1001.0,100.0,3.0,4,0,2018,11,20,0,1,0,14.0,0.0,3,0,0,0,0,0,1,0,0.0,1.0,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,0.01455604075670224
38.0,50.1,93.0,0,13.0,1026.0,82.0,1.0,2,0,2019,3,2,19,5,3,10.0,3.0,2,1,2,0,1,2,1,1,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,0.5387096774135622
42.3,29.4,87.7,2,23.0,1018.0,78.0,2.0,2,0,2019,9,30,12,0,2,18.9,4.1,4,0,0,0,0,1,0,0,1.2246467991473532e-16,-1.0,0.0,1.0,-1.0,-1.8369701987210297e-16,0.33523375142149103
44.7,0.0,85.6,0,12.0,1005.0,100.0,10.0,0,1,2018,10,15,5,0,0,12.0,0.0,3,0,0,0,0,0,1,0,0.9659258262890683,0.25881904510252074,0.0,1.0,-0.8660254037844386,0.5000000000000001,0.0
35.3,40.2,72.6,2,2.0,1022.0,86.0,4.0,3,0,2019,1,18,10,4,2,-0.1,2.1,0,0,0,0,0,1,1,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.5537190082568358
41.7,4.4,87.1,0,18.0,1016.0,100.0,0.0,3,0,2019,7,15,2,0,1,18.0,0.0,4,0,0,0,0,0,0,0,0.49999999999999994,0.8660254037844387,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0.05051664753099293
38.5,18.6,84.0,2,24.0,1018.0,29.0,5.0,0,0,2019,9,7,12,5,2,4.9,19.1,1,0,0,0,1,1,0,1,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,0.2214285714259354
36.4,0.0,88.6,0,18.0,1016.0,93.0,2.0,1,0,2018,7,26,21,3,0,16.8,1.2,4,0,0,0,0,0,0,0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0.0
43.6,2.5,71.1,0,16.0,1021.0,93.0,1.0,0,0,2019,9,26,21,3,0,14.9,1.1,3,0,0,0,0,0,0,0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,0.03516174402200898
47.6,63.9,75.4,2,17.0,1015.0,72.0,3.0,0,0,2019,9,2,7,0,4,11.9,5.1,3,1,1,0,0,0,0,0,0.9659258262890683,-0.25881904510252063,0.0,1.0,-1.0,-1.8369701987210297e-16,0.8474801060895558
39.8,2.5,78.1,0,10.0,1020.0,93.0,4.0,3,0,2018,11,28,21,2,0,8.9,1.1,2,0,0,0,1,0,1,0,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,0.03201024327743905
43.4,60.5,72.1,2,17.0,1014.0,72.0,8.0,0,0,2019,6,12,18,2,4,11.9,5.1,3,1,2,0,0,2,1,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,0.8391123439550747
41.6,11.0,87.5,0,16.0,1016.0,100.0,1.0,2,0,2019,7,5,3,4,0,16.0,0.0,4,0,0,0,0,0,0,0,0.7071067811865476,0.7071067811865476,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,0.12571428571284898
39.3,2.6,84.4,0,12.0,1014.0,100.0,0.0,0,0,2018,10,26,22,4,0,12.0,0.0,3,0,0,0,0,0,1,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0.030805687203426472
34.8,2.7,85.6,2,10.0,1018.0,100.0,0.0,1,0,2018,10,6,8,5,1,10.0,0.0,2,1,2,0,0,0,1,1,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,0.031542056074397876
38.1,64.8,89.4,2,16.0,1014.0,67.0,5.0,2,0,2018,10,14,15,6,2,9.9,6.1,2,0,0,0,0,0,1,1,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,0.7248322147569928
39.9,5.8,80.2,0,10.0,1020.0,100.0,2.0,0,0,2018,11,30,0,4,0,10.0,0.0,2,0,0,0,0,0,1,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.07231920199411072
37.3,7.4,65.5,0,14.0,1016.0,100.0,0.0,3,0,2019,6,22,2,5,0,14.0,0.0,3,0,0,0,0,0,0,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,0.11297709923491638
38.5,11.9,90.5,2,10.0,1011.0,61.0,5.0,2,0,2018,10,28,10,6,1,2.8,7.2,1,0,0,0,1,1,1,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,0.13149171270572937
43.9,2.8,77.3,0,10.0,1012.0,61.0,6.0,2,0,2018,10,28,20,6,0,2.8,7.2,1,1,1,0,1,0,1,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,0.036222509701989355
41.0,35.5,72.0,2,13.0,1020.0,82.0,4.0,2,0,2018,11,26,10,0,3,10.0,3.0,2,0,0,0,0,1,1,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,-0.5000000000000004,0.8660254037844384,0.49305555554870756
34.2,63.4,88.3,2,25.0,1014.0,69.0,5.0,0,0,2019,7,12,9,4,3,18.9,6.1,4,1,2,0,0,1,0,0,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,0.7180067950088561
41.9,3.1,73.2,0,8.0,1029.0,87.0,2.0,0,0,2019,4,27,2,5,1,6.0,2.0,2,0,0,0,0,0,1,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,0.04234972677537773
41.9,104.2,75.1,2,16.0,1012.0,77.0,3.0,2,0,2019,4,18,17,3,4,12.0,4.0,3,1,1,0,0,2,0,0,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,1.3874833555074904
34.2,30.5,81.2,2,18.0,1019.0,87.0,2.0,2,0,2019,4,30,12,1,2,15.8,2.2,4,0,0,0,0,1,1,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0.3756157635421722
36.4,0.8,77.0,0,17.0,1013.0,56.0,3.0,2,0,2019,4,21,0,6,0,8.2,8.8,2,0,0,1,0,0,0,1,0.0,1.0,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,0.01038961038947546
42.9,24.2,88.3,2,20.0,1014.0,77.0,2.0,2,0,2018,9,5,18,2,2,15.8,4.2,4,1,2,0,0,2,0,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,0.2740656851611091
32.8,34.2,102.3,2,22.0,1022.0,40.0,3.0,1,0,2019,2,26,16,1,2,7.8,14.2,2,0,0,0,1,0,1,0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0.3343108504366148
36.7,3.4,91.7,2,18.0,1014.0,100.0,3.0,0,0,2019,7,13,7,5,0,18.0,0.0,4,1,1,0,0,0,0,1,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,0.037077426389999155
33.6,18.0,79.8,2,20.0,1019.0,82.0,6.0,2,0,2019,6,30,11,6,2,16.8,3.2,4,0,0,0,0,1,0,1,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,0.22556390977160948
37.5,48.4,93.3,2,13.0,1021.0,76.0,2.0,3,0,2019,3,4,17,0,3,8.9,4.1,2,1,1,0,0,2,1,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,1.0,6.123233995736766e-17,0.5187566988154474
33.6,72.7,76.1,2,14.0,1018.0,67.0,6.0,2,0,2019,5,17,11,4,3,8.0,6.0,2,0,0,0,0,0,1,0,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387,0.9553219447969078
41.4,0.0,89.8,0,11.0,1028.0,100.0,2.0,0,0,2019,3,2,6,5,0,11.0,0.0,3,0,0,0,1,0,1,1,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,0.0
37.0,0.0,92.0,0,17.0,1013.0,100.0,2.0,3,0,2019,7,8,4,0,0,17.0,0.0,4,0,0,0,0,0,0,0,0.8660254037844386,0.5000000000000001,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0.0
38.1,49.8,89.9,2,19.0,1019.0,82.0,3.0,2,0,2018,8,23,14,3,2,15.8,3.2,4,0,0,0,0,1,0,0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,0.5539488320294332
33.4,11.2,65.4,0,12.0,1017.0,81.0,2.0,2,0,2019,5,18,22,5,1,8.8,3.2,2,0,0,0,1,0,1,1,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387,0.1712538226273508
36.6,21.8,68.8,2,17.0,1021.0,63.0,2.0,1,0,2018,12,4,13,1,2,9.9,7.1,2,0,0,0,0,1,1,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,-2.4492935982947064e-16,1.0,0.31686046511167354
42.3,17.2,85.3,2,18.0,1019.0,88.0,3.0,0,0,2018,9,15,13,5,1,16.0,2.0,4,0,0,0,0,0,1,1,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,0.20164126611721403
38.6,37.9,93.2,2,13.0,1029.0,66.0,3.0,1,0,2019,2,11,17,0,3,6.8,6.2,2,1,1,0,0,2,1,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,0.8660254037844386,0.5000000000000001,0.4066523605106582
37.9,13.6,65.0,0,13.0,1017.0,87.0,2.0,0,0,2019,6,11,4,1,1,10.9,2.1,3,0,0,0,0,0,1,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,0.20923076922755027
42.6,0.0,91.4,0,16.0,1015.0,100.0,1.0,2,0,2018,8,8,2,2,0,16.0,0.0,4,0,0,0,0,0,0,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,0.0
43.8,0.0,82.1,0,15.0,1017.0,93.0,0.0,1,0,2018,7,28,0,5,0,13.9,1.1,3,0,0,0,0,0,0,1,0.0,1.0,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,0.0
44.0,1.9,80.9,0,17.0,1012.0,100.0,0.0,2,0,2018,9,4,1,1,0,17.0,0.0,4,0,0,0,0,0,0,0,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,0.023485784919363584
35.7,30.8,80.2,2,16.0,1015.0,93.0,7.0,3,0,2019,5,7,18,1,2,14.9,1.1,3,1,2,0,1,2,1,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.384039900244588
42.3,55.3,73.0,2,22.0,1014.0,82.0,5.0,3,0,2019,5,15,16,2,3,18.8,3.2,4,0,0,0,0,0,1,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,0.7575342465649652
45.7,8.1,77.8,0,10.0,1005.0,100.0,0.0,2,0,2018,10,30,21,1,2,10.0,0.0,2,0,0,0,0,0,1,0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,0.10411311053850754
41.2,22.6,82.8,2,27.0,1016.0,40.0,3.0,0,0,2019,9,2,13,0,2,12.2,14.8,3,0,0,0,0,1,0,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0,-1.0,-1.8369701987210297e-16,0.2729468599000852
34.4,21.5,91.6,2,21.0,1014.0,53.0,5.0,2,0,2018,9,7,10,4,2,11.0,10.0,3,0,0,0,0,1,0,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,0.23471615720267777
34.1,65.3,90.9,2,25.0,1020.0,78.0,6.0,0,0,2019,8,16,14,4,3,20.9,4.1,4,0,0,0,0,1,0,0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004,0.7183718371758154
39.2,0.0,90.2,0,9.0,1027.0,93.0,1.0,1,0,2019,2,10,22,6,0,7.9,1.1,2,0,0,0,0,0,1,1,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.0
41.1,2.8,81.1,0,16.0,1022.0,93.0,7.0,2,0,2019,9,27,23,4,0,14.9,1.1,3,0,0,0,0,0,0,0,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,0.034525277434839394
37.8,44.5,80.7,2,16.0,1030.0,87.0,3.0,2,0,2018,12,6,15,3,3,13.8,2.2,3,0,0,0,0,0,1,0,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,0.5514250309721013
39.5,9.3,79.6,2,11.0,1021.0,76.0,4.0,2,0,2019,1,20,11,6,1,6.9,4.1,2,0,0,0,0,1,1,1,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0.1168341708528036
45.1,10.9,82.6,0,17.0,1014.0,68.0,2.0,0,0,2019,9,2,5,0,0,11.0,6.0,3,0,0,0,0,0,0,0,0.9659258262890683,0.25881904510252074,0.0,1.0,-1.0,-1.8369701987210297e-16,0.13196125907830555
41.1,133.1,88.7,2,15.0,1005.0,93.0,1.0,0,3,2018,10,15,8,0,4,13.9,1.1,3,1,2,0,0,1,1,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,-0.8660254037844386,0.5000000000000001,1.5005636978410306
36.2,11.9,84.6,2,20.0,1018.0,77.0,4.0,0,0,2019,6,21,19,4,1,15.8,4.2,4,1,2,0,0,2,1,0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,0.1406619385326163
41.7,4.1,75.9,2,8.0,1032.0,93.0,1.0,2,0,2018,12,9,9,6,1,6.9,1.1,2,1,2,0,0,0,1,1,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,0.05401844532208143
37.0,12.4,90.6,2,15.0,1018.0,82.0,1.0,0,0,2018,8,17,8,4,1,11.9,3.1,3,1,2,0,0,1,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004,0.13686534216184476
38.9,52.1,78.4,2,23.0,1011.0,56.0,6.0,0,0,2019,5,3,16,4,3,13.7,9.3,3,0,0,0,0,0,1,0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387,0.6645408163180543
45.5,4.4,80.2,0,17.0,1016.0,82.0,3.0,1,0,2018,8,16,22,3,0,13.9,3.1,3,0,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,0.054862842892084006
37.3,14.6,82.8,2,15.0,1009.0,93.0,2.0,2,0,2019,9,21,18,5,2,13.9,1.1,3,1,2,0,1,2,0,1,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,0.17632850241332937
41.8,0.0,74.8,0,14.0,1011.0,76.0,1.0,1,0,2019,4,1,0,0,0,9.8,4.2,2,0,0,0,0,0,1,0,0.0,1.0,0.0,1.0,0.8660254037844387,-0.4999999999999998,0.0
